student_id,course_id,chapter,time_spent,score,completed
S2180,C1,5,32.64,42.58,0
S242,C1,8,5.0,45.63,0
S1658,C3,4,26.75,22.94,0
S2107,C1,8,92.85,68.89,1
S2970,C2,5,46.66,80.06,1
S2691,C1,4,58.45,53.17,0
S790,C1,5,98.4,72.98,1
S1509,C2,1,62.08,17.96,0
S1363,C1,2,43.04,30.72,0
S1180,C1,6,21.65,50.05,0
S980,C3,4,26.46,77.17,1
S937,C1,2,70.35,56.51,1
S2353,C2,5,42.99,56.81,1
S1386,C1,2,50.33,24.11,1
S3325,C3,2,109.23,65.59,1
S3035,C3,3,53.55,33.74,0
S129,C1,6,5.0,2.65,0
S1923,C3,4,47.5,50.48,0
S2330,C3,4,33.5,49.1,0
S1748,C1,4,35.63,28.93,0
S1404,C1,4,106.15,55.07,1
S1128,C2,1,115.48,67.69,1
S1133,C3,4,47.99,17.96,0
S324,C1,7,37.9,20.06,0
S3170,C2,5,52.03,29.17,0
S2017,C2,2,102.18,58.23,1
S1867,C3,4,19.28,34.41,1
S2656,C2,5,102.56,63.81,1
S2125,C1,4,68.78,89.1,1
S2036,C2,1,75.91,60.88,0
S2031,C1,3,56.12,88.53,1
S200,C2,6,98.74,65.96,1
S3075,C2,5,96.76,52.79,1
S944,C2,4,35.21,30.48,0
S1455,C3,8,37.35,29.96,0
S2595,C3,3,5.0,17.82,0
S2676,C1,4,103.87,52.48,1
S2301,C2,6,39.21,39.04,0
S2667,C3,2,84.77,33.15,0
S3375,C3,6,5.0,43.55,0
S192,C2,8,119.9,82.36,1
S192,C2,3,131.64,74.78,1
S3080,C1,2,45.66,0.0,0
S3270,C1,1,32.06,61.89,0
S2151,C2,4,5.0,31.93,0
S2254,C1,6,111.2,83.19,1
S83,C3,3,56.99,20.64,0
S1564,C1,5,33.93,40.9,0
S949,C1,8,50.08,0.31,0
S1476,C2,8,35.97,2.14,0
S2489,C1,6,5.0,3.01,0
S3500,C2,2,30.27,8.67,0
S1721,C3,2,45.57,52.72,0
S1156,C1,8,39.94,23.79,0
S2426,C2,2,31.61,41.01,0
S1314,C2,1,39.58,31.51,0
S2577,C1,7,5.0,6.74,0
S1747,C2,8,123.94,82.96,1
S992,C1,3,7.16,1.75,0
S171,C3,7,64.02,80.45,1
S68,C3,1,24.93,60.52,0
S24,C2,1,127.11,78.37,1
S1052,C3,2,110.65,75.87,0
S3495,C1,5,49.52,74.36,1
S1610,C3,8,38.66,30.93,0
S2730,C1,4,5.0,17.15,0
S2982,C2,8,26.63,21.46,0
S3426,C1,4,73.62,75.27,1
S2606,C3,6,107.11,75.92,1
S3388,C2,4,29.6,40.58,0
S2443,C1,3,103.01,70.27,1
S3162,C2,2,5.0,24.4,0
S964,C2,8,86.94,69.44,1
S295,C1,5,76.35,6.43,0
S2251,C2,5,67.25,57.88,1
S2941,C3,3,27.76,24.51,1
S74,C3,6,62.39,9.2,0
S730,C3,5,57.94,66.79,1
S391,C1,8,126.92,95.66,1
S767,C1,7,81.44,84.06,1
S2080,C1,2,94.49,94.08,1
S2572,C3,4,74.9,72.06,1
S2592,C3,6,37.27,26.7,0
S3199,C1,6,73.01,65.22,1
S1488,C3,8,112.21,75.44,1
S959,C2,8,23.94,79.69,1
S1121,C3,6,84.63,86.08,1
S1389,C1,5,33.7,44.98,0
S3287,C1,3,56.48,61.8,0
S698,C2,7,53.35,73.32,1
S3395,C2,2,41.69,16.2,0
S653,C3,1,171.37,82.34,1
S174,C1,4,89.94,71.5,0
S2725,C3,8,149.3,71.42,0
S1187,C2,6,5.02,31.51,0
S239,C3,2,34.03,72.55,1
S596,C2,7,79.05,97.04,1
S405,C2,1,75.45,41.38,0
S1103,C3,1,33.94,50.3,0
S2241,C1,7,56.07,43.87,0
S1048,C3,1,51.02,77.45,1
S2486,C2,3,109.57,94.3,1
S1192,C1,2,105.47,73.38,1
S4,C3,2,60.75,26.48,0
S1145,C3,7,90.52,93.5,1
S190,C2,2,63.0,22.49,0
S3043,C1,8,21.8,74.32,1
S2587,C1,4,73.83,20.14,0
S1382,C3,7,5.0,0.0,0
S1082,C2,5,5.0,28.94,0
S573,C2,8,59.67,40.77,1
S1385,C2,7,16.7,25.78,0
S2523,C1,4,102.06,68.35,1
S1578,C1,2,74.32,47.76,0
S2458,C2,4,94.55,73.87,1
S1632,C1,2,41.59,28.64,0
S2865,C2,3,12.33,28.2,0
S1507,C3,1,87.31,79.42,1
S129,C1,4,25.46,0.0,0
S2249,C2,6,11.22,41.36,0
S2644,C3,2,162.38,72.35,1
S3354,C3,7,92.6,40.54,1
S294,C3,8,60.17,23.23,0
S2795,C3,2,33.67,45.34,0
S1959,C1,6,5.0,14.61,0
S354,C1,1,62.12,57.28,1
S3227,C1,8,21.58,26.01,0
S1246,C1,2,30.99,29.86,0
S428,C3,5,49.25,75.76,0
S703,C3,7,30.92,67.76,1
S728,C2,7,10.36,7.51,0
S697,C1,1,50.6,78.48,1
S2532,C2,5,70.32,62.31,0
S2771,C1,6,82.66,65.24,1
S3441,C2,6,30.46,38.28,0
S2541,C3,8,5.0,70.82,0
S1271,C3,6,67.05,46.83,1
S2379,C1,5,69.7,73.63,1
S2378,C3,8,103.3,70.77,1
S1826,C1,3,56.72,68.45,1
S959,C2,6,120.02,53.34,1
S669,C3,8,10.23,39.86,0
S2020,C3,4,101.47,69.76,1
S341,C3,1,14.12,53.02,0
S1358,C2,7,5.0,15.82,0
S863,C2,6,27.45,22.95,0
S440,C3,1,48.3,48.01,0
S859,C3,3,108.73,76.09,0
S510,C2,7,51.25,70.47,1
S78,C3,8,53.49,56.35,0
S1809,C3,3,35.52,7.46,0
S2074,C2,6,64.24,77.06,1
S1723,C1,2,82.0,90.33,1
S2470,C1,2,60.48,14.59,0
S1071,C2,4,91.72,66.36,0
S206,C1,6,39.19,22.81,0
S2027,C2,2,91.98,71.17,1
S343,C3,3,92.62,73.38,1
S2319,C2,1,67.98,24.6,0
S3264,C1,8,70.45,79.44,1
S1068,C3,5,63.99,62.05,0
S1583,C2,8,58.98,9.4,0
S488,C3,8,84.54,61.56,1
S290,C1,6,5.0,33.37,0
S1625,C2,1,89.13,94.21,0
S3358,C2,8,5.0,8.02,0
S1375,C3,4,56.62,29.41,0
S98,C3,3,36.11,42.29,0
S1255,C3,5,102.79,83.13,1
S631,C1,6,14.73,35.04,0
S152,C1,7,31.99,69.61,0
S2665,C3,6,154.19,66.26,1
S858,C2,7,121.63,97.03,1
S3394,C1,6,88.99,68.36,1
S853,C3,4,46.35,25.7,0
S111,C1,5,71.05,79.74,1
S2389,C1,2,47.62,43.02,0
S861,C1,8,61.19,85.25,1
S2680,C3,6,32.95,17.57,0
S1870,C1,7,75.36,79.77,1
S2290,C2,3,5.0,41.04,0
S2876,C2,4,90.49,58.1,1
S2196,C2,5,95.38,76.04,1
S469,C2,3,56.43,77.0,1
S437,C1,1,66.73,83.49,1
S665,C3,3,37.44,54.04,0
S538,C2,1,5.0,11.8,1
S2009,C2,2,8.26,44.64,0
S2726,C2,1,89.28,90.63,1
S1841,C1,6,17.91,3.98,0
S1751,C3,7,112.39,70.02,1
S2620,C3,7,52.19,25.59,0
S2915,C3,1,32.97,50.71,0
S122,C1,3,5.0,76.11,0
S1049,C1,6,88.13,43.19,1
S1347,C1,4,55.76,39.12,0
S3167,C3,8,29.65,7.25,1
S2560,C3,1,46.43,67.17,0
S1695,C1,1,25.75,13.95,0
S2392,C2,4,15.81,31.57,0
S1039,C3,2,6.16,28.58,0
S3116,C1,2,63.64,16.38,1
S1125,C1,3,149.06,64.7,1
S3284,C1,2,78.23,65.32,0
S225,C2,6,5.0,28.86,0
S2971,C3,1,71.25,52.78,0
S3184,C2,2,24.36,47.56,0
S1420,C3,8,24.28,4.37,0
S847,C3,8,5.0,38.04,0
S3333,C3,2,95.94,79.49,1
S2298,C1,4,58.67,20.83,0
S1869,C3,6,80.67,54.44,1
S1567,C2,5,38.64,13.0,0
S1216,C2,2,71.22,94.31,1
S1869,C3,3,90.56,90.81,1
S224,C1,4,45.68,92.81,1
S3003,C2,5,35.67,43.7,0
S980,C3,7,92.84,66.53,1
S2741,C3,3,116.03,57.36,1
S199,C3,1,66.47,32.38,0
S1207,C2,5,50.28,35.3,0
S677,C2,8,97.9,78.93,1
S162,C1,4,9.49,34.65,1
S1299,C1,2,106.49,63.78,1
S2414,C2,3,57.95,15.1,0
S25,C2,6,51.86,60.85,1
S2883,C3,3,127.12,84.06,1
S1836,C1,8,6.28,35.03,0
S2969,C2,6,34.11,81.4,1
S1050,C3,2,50.18,58.99,0
S1138,C3,5,84.92,20.61,0
S853,C3,2,20.44,23.91,0
S1932,C2,1,108.37,80.88,1
S2313,C2,3,104.13,62.0,1
S490,C2,8,63.51,83.82,1
S2326,C2,8,31.73,31.73,0
S1340,C2,2,13.55,38.03,0
S3445,C1,3,85.82,81.39,1
S769,C3,2,34.16,45.98,0
S456,C1,8,28.0,35.47,0
S2402,C1,6,104.56,67.79,1
S38,C1,1,92.05,66.96,1
S2252,C2,5,12.85,27.75,0
S1868,C3,1,17.63,44.21,0
S1544,C1,7,144.64,77.75,1
S1531,C1,6,95.75,56.93,1
S2761,C1,3,53.1,45.48,0
S2141,C3,7,85.93,69.08,1
S2424,C2,1,55.75,2.86,0
S2633,C3,5,23.65,39.57,0
S3329,C1,2,20.56,40.48,0
S823,C2,3,71.32,66.44,1
S362,C2,1,11.48,48.11,0
S2966,C1,4,31.28,52.03,0
S163,C3,8,53.3,63.85,1
S3019,C3,3,57.09,79.38,1
S580,C1,5,76.15,66.81,1
S1409,C3,4,22.97,25.2,0
S3139,C3,6,95.79,33.68,1
S1211,C2,1,98.06,68.1,1
S3097,C1,8,21.09,90.05,1
S583,C2,4,19.31,31.43,1
S696,C2,2,73.45,81.43,1
S1057,C1,5,18.06,30.08,0
S1832,C1,6,49.76,79.32,1
S1473,C2,4,28.01,69.46,0
S1479,C2,2,75.43,85.98,1
S2824,C3,7,31.24,0.0,0
S2241,C1,4,69.14,82.82,0
S2838,C3,6,81.34,55.79,0
S3116,C1,3,58.46,77.03,1
S2740,C1,2,87.84,87.74,1
S1295,C2,1,106.22,62.44,1
S547,C1,7,41.78,87.16,1
S3268,C1,7,41.42,0.0,0
S1505,C1,3,83.08,81.01,1
S1521,C1,7,5.0,39.77,0
S1586,C3,3,34.92,52.37,0
S135,C2,7,33.0,31.66,0
S2716,C1,7,19.62,19.44,1
S3037,C2,7,50.76,55.99,1
S978,C1,7,38.72,58.65,0
S1459,C2,6,93.78,80.06,1
S643,C2,8,67.93,76.83,1
S2947,C3,1,54.75,42.75,0
S2143,C2,2,14.88,45.33,0
S3112,C2,2,86.51,37.15,0
S1850,C3,2,66.22,71.74,1
S310,C2,7,136.72,75.4,1
S542,C2,1,9.87,55.83,0
S2105,C3,4,12.29,25.62,0
S2240,C3,4,8.37,30.53,1
S2717,C3,2,98.68,77.55,1
S3181,C1,8,64.18,6.77,0
S628,C2,8,29.38,6.32,0
S1500,C3,3,24.93,30.12,0
S2893,C2,8,44.48,0.81,0
S2024,C2,7,89.82,61.75,0
S2982,C2,6,17.35,40.15,0
S3343,C2,8,49.42,35.26,0
S2600,C2,2,128.81,70.86,1
S2063,C1,3,126.91,64.85,1
S1713,C2,3,92.79,81.46,1
S2124,C3,7,81.72,59.09,1
S284,C2,7,69.83,93.06,1
S2928,C2,8,77.85,66.74,1
S312,C1,8,30.17,25.43,0
S1365,C2,5,71.44,78.72,1
S1811,C2,3,126.93,71.81,1
S525,C1,1,32.15,38.4,0
S2503,C1,8,32.61,34.44,0
S2878,C1,2,134.1,68.66,1
S3216,C1,7,27.58,56.49,0
S2254,C1,1,106.37,80.1,1
S1703,C2,8,5.0,16.95,0
S415,C1,6,5.0,49.53,0
S1672,C3,1,57.07,2.84,0
S902,C3,6,74.16,35.46,0
S3294,C3,3,14.21,28.82,0
S3121,C3,4,14.19,37.75,0
S2907,C3,6,103.39,85.83,1
S2838,C3,3,77.65,76.97,1
S2010,C1,2,87.36,75.22,0
S2185,C2,5,51.64,0.0,0
S1697,C3,6,22.29,42.17,0
S1230,C2,3,75.63,68.94,1
S561,C1,5,29.35,19.16,1
S882,C2,7,25.11,36.54,0
S3035,C3,8,5.0,14.92,0
S1320,C2,3,62.93,51.23,1
S3026,C3,2,35.25,31.71,0
S1207,C2,8,33.72,36.7,0
S1276,C1,7,34.18,71.18,1
S839,C2,1,85.99,80.21,1
S1146,C3,3,55.49,35.43,1
S845,C1,7,88.65,69.84,1
S754,C3,1,45.41,75.58,1
S2371,C1,4,34.9,21.7,0
S869,C3,3,5.0,33.37,0
S2960,C2,1,28.68,63.68,0
S652,C2,4,23.26,20.08,0
S348,C1,5,40.57,20.66,0
S2754,C1,8,19.55,13.51,0
S1852,C2,2,87.43,62.4,1
S2722,C1,2,88.19,85.14,1
S2992,C3,6,46.85,73.41,1
S454,C2,6,115.49,58.31,1
S67,C2,6,96.73,65.01,0
S3247,C2,1,88.35,64.92,1
S3246,C1,8,5.0,0.0,0
S2246,C3,1,88.04,18.91,0
S588,C3,2,67.18,92.19,0
S290,C1,7,20.0,21.68,0
S2903,C3,1,54.98,64.04,1
S1420,C3,2,5.0,32.91,0
S1832,C1,8,78.27,53.36,1
S902,C3,4,122.71,85.41,1
S2707,C2,5,99.4,73.3,1
S2463,C3,3,96.26,61.86,1
S751,C3,6,123.49,98.55,1
S3335,C3,2,82.91,89.42,1
S2753,C1,2,40.9,23.21,0
S993,C1,1,29.61,58.46,0
S1502,C3,4,78.22,23.0,0
S1368,C1,1,54.49,27.5,0
S1173,C3,4,9.94,0.16,0
S1258,C2,8,47.01,55.99,1
S2939,C1,5,13.03,26.07,1
S2000,C2,3,48.25,17.67,0
S2462,C1,2,71.74,57.43,1
S1737,C2,8,6.44,43.01,0
S2314,C3,1,18.66,48.18,0
S280,C1,8,13.96,40.55,0
S2234,C1,2,59.15,70.65,1
S787,C1,4,5.0,20.29,0
S3258,C3,7,23.14,0.0,0
S3199,C1,8,91.73,95.91,0
S3447,C2,5,112.46,82.49,1
S624,C3,3,36.99,35.36,0
S1664,C3,1,5.0,32.87,0
S564,C2,8,42.22,44.09,0
S1645,C3,2,50.84,80.74,1
S2876,C2,5,124.66,47.66,1
S3147,C1,6,104.28,71.79,1
S3360,C2,7,90.73,84.97,0
S738,C2,6,116.55,75.05,1
S2621,C3,4,5.0,51.62,0
S1464,C1,5,55.59,100.0,1
S2086,C2,6,5.0,15.07,0
S449,C2,1,84.58,72.81,1
S1559,C3,2,8.38,39.76,0
S1782,C1,1,129.97,85.2,1
S2117,C3,8,34.88,53.61,1
S358,C1,5,23.77,27.92,0
S2071,C3,6,87.39,32.69,0
S604,C1,2,5.0,58.87,0
S1567,C2,1,54.16,21.7,0
S53,C3,5,20.9,85.23,0
S2615,C3,6,117.17,89.93,1
S402,C1,1,45.94,17.18,0
S1862,C2,1,20.25,53.71,0
S3490,C1,3,74.08,83.89,1
S1718,C1,5,50.13,68.46,1
S725,C2,7,19.8,45.54,0
S1712,C3,1,8.13,2.01,0
S34,C2,7,54.82,69.33,1
S1419,C2,1,38.1,15.29,1
S1502,C3,2,5.0,38.53,0
S3106,C1,1,47.21,23.91,0
S2706,C3,3,103.02,55.46,1
S1361,C2,5,6.72,38.64,0
S2854,C1,8,42.89,17.73,0
S2782,C2,1,53.04,63.56,1
S375,C2,4,85.27,32.72,0
S1076,C3,6,117.4,91.55,1
S3441,C2,8,48.53,62.03,0
S2323,C2,6,52.41,27.08,1
S731,C3,1,96.39,67.8,1
S951,C2,5,26.05,54.83,0
S3136,C2,3,27.76,43.74,0
S1249,C3,7,40.66,33.8,0
S2489,C1,7,25.95,10.81,0
S1747,C2,1,10.23,15.25,0
S131,C2,7,66.04,56.44,0
S1606,C1,2,27.6,53.02,0
S3133,C2,6,71.66,72.45,1
S544,C1,6,74.46,97.45,1
S1200,C3,5,121.59,100.0,1
S386,C2,5,73.53,53.91,0
S219,C2,3,5.0,68.7,1
S3220,C3,4,5.0,39.93,0
S151,C3,4,39.27,23.73,0
S345,C2,3,39.07,55.53,0
S2206,C1,3,38.95,21.86,0
S1067,C3,5,19.55,36.82,0
S449,C2,7,77.34,68.41,1
S2813,C2,5,27.1,5.06,1
S885,C1,4,46.4,32.06,0
S1909,C3,6,77.11,77.11,1
S2063,C1,8,5.9,2.03,0
S2326,C2,5,29.06,25.31,0
S3417,C1,6,82.78,54.94,0
S2907,C3,1,44.59,43.83,0
S2772,C2,3,75.01,18.69,0
S1716,C3,6,91.53,72.06,1
S3357,C3,2,70.84,8.69,0
S888,C2,4,5.0,50.65,0
S587,C2,8,115.39,86.12,1
S1809,C3,1,26.28,21.2,0
S2601,C3,7,108.68,84.05,1
S2232,C3,5,89.41,73.87,1
S803,C3,6,12.91,28.5,0
S3359,C3,8,83.68,88.09,0
S3077,C3,1,29.89,30.76,0
S752,C3,1,94.29,62.87,1
S3223,C1,3,73.63,66.81,1
S3402,C2,1,46.35,33.92,0
S403,C2,4,53.44,31.81,0
S775,C1,8,78.18,83.03,0
S3473,C3,8,88.46,82.63,1
S2430,C2,7,34.37,85.8,1
S2310,C2,3,77.67,51.7,0
S2527,C3,7,113.83,100.0,1
S837,C1,6,76.68,87.39,1
S3010,C3,2,129.27,92.88,1
S1176,C3,4,29.06,56.02,0
S1642,C1,3,21.2,7.03,0
S2808,C1,2,64.13,90.05,1
S592,C3,5,120.15,68.46,1
S3117,C1,3,29.8,30.67,0
S2027,C2,3,99.28,69.71,1
S523,C2,6,64.17,6.71,0
S1358,C2,6,67.07,70.36,0
S1240,C1,1,77.47,63.86,1
S2918,C2,8,66.07,73.0,1
S2679,C1,6,34.86,20.89,0
S1529,C3,6,57.45,18.65,0
S580,C1,4,28.96,28.56,1
S3116,C1,6,99.08,73.36,1
S2588,C3,2,28.46,23.91,0
S2693,C3,6,14.56,24.19,0
S2592,C3,1,64.09,9.48,0
S2217,C1,3,34.22,15.78,0
S2274,C1,1,30.89,30.46,0
S442,C2,6,54.92,56.84,1
S2527,C3,4,60.72,70.65,1
S1900,C2,8,94.03,68.47,1
S717,C1,2,113.32,84.4,1
S435,C2,6,115.67,61.82,1
S2482,C3,3,69.21,87.21,1
S531,C2,6,117.0,73.25,1
S1940,C2,3,58.16,0.0,0
S2390,C1,6,72.95,88.95,1
S899,C2,1,93.37,74.02,1
S209,C3,8,80.51,27.6,1
S3363,C3,2,72.43,42.82,0
S1596,C2,5,163.41,73.91,1
S48,C2,8,105.66,61.04,1
S2922,C3,6,113.29,54.89,1
S150,C2,7,80.53,92.42,1
S2614,C3,5,78.0,23.53,0
S2559,C3,5,46.13,72.68,0
S1343,C3,6,28.95,57.17,0
S2965,C3,8,38.39,28.07,0
S146,C2,2,116.91,74.7,1
S1825,C2,3,33.55,38.52,0
S2044,C3,2,94.01,60.25,1
S2736,C3,6,37.26,31.17,0
S1595,C1,7,96.82,67.55,1
S1842,C1,6,92.28,75.58,1
S1432,C1,1,83.76,87.19,1
S138,C3,3,102.58,98.98,1
S3307,C1,8,40.8,43.54,0
S2873,C3,8,19.7,35.54,0
S1155,C1,1,63.24,63.47,1
S1043,C3,7,32.74,29.14,0
S47,C3,1,123.16,77.63,1
S2462,C1,5,101.25,66.38,1
S2460,C2,2,89.09,75.05,1
S1900,C2,1,31.73,36.12,0
S3003,C2,8,23.45,19.04,0
S641,C3,4,63.45,33.72,0
S617,C2,2,100.04,78.59,0
S3435,C1,3,39.84,14.85,0
S294,C3,3,82.94,68.88,1
S2190,C2,3,59.74,86.33,1
S1754,C1,6,122.29,81.1,1
S531,C2,2,39.61,88.69,1
S1671,C1,5,76.79,59.14,1
S2699,C3,3,114.71,78.93,1
S699,C3,4,87.53,74.24,1
S639,C2,8,37.99,65.85,1
S611,C3,6,47.73,71.42,1
S365,C3,6,77.89,69.78,1
S2897,C1,2,91.45,64.13,1
S680,C2,4,23.62,37.79,0
S1712,C3,5,101.02,74.16,1
S1918,C2,6,110.46,59.11,1
S3250,C3,4,79.95,81.93,1
S868,C1,4,64.05,98.58,1
S2465,C3,4,52.67,29.94,0
S485,C1,5,19.79,19.37,0
S1801,C3,5,38.7,51.95,0
S2325,C3,1,71.8,68.59,1
S2688,C2,2,5.0,35.86,0
S853,C3,7,58.91,100.0,1
S1095,C1,5,32.01,0.67,0
S1868,C3,7,5.0,42.2,0
S2191,C3,8,69.08,51.79,1
S1113,C2,5,10.27,26.17,0
S740,C3,5,5.0,3.68,0
S2109,C1,6,101.51,69.14,1
S2822,C1,2,82.73,74.62,1
S2170,C2,6,7.08,30.94,1
S780,C2,6,109.14,59.78,1
S2772,C2,8,112.88,71.04,1
S1238,C2,2,44.93,77.56,1
S874,C2,8,80.04,74.76,1
S2084,C1,3,9.3,49.96,0
S3452,C2,6,72.41,64.6,1
S128,C3,8,106.64,79.17,1
S1633,C1,3,133.08,74.54,0
S2822,C1,1,108.16,88.48,1
S2255,C1,6,19.4,43.52,0
S2443,C1,2,68.59,75.36,1
S3427,C1,2,33.5,61.68,1
S2981,C2,7,41.08,63.46,1
S1582,C2,7,29.34,56.87,1
S3201,C1,4,73.85,48.62,0
S1325,C1,6,13.94,45.3,0
S2521,C3,1,68.34,64.86,1
S254,C1,7,17.0,12.15,0
S3358,C2,6,93.71,57.8,0
S3026,C3,3,45.21,63.39,0
S1124,C3,7,32.04,7.24,0
S1966,C1,2,5.68,37.5,0
S1532,C2,7,84.97,95.43,1
S522,C1,8,61.25,32.35,0
S1259,C2,7,38.71,20.61,0
S1282,C1,4,59.88,25.75,0
S3430,C2,3,49.43,25.09,0
S2259,C2,4,91.18,71.75,1
S3057,C3,7,46.97,47.62,0
S787,C1,5,48.79,53.95,0
S2149,C2,4,85.98,76.33,1
S2883,C3,1,82.49,61.61,1
S2945,C2,2,73.14,74.77,1
S1167,C3,8,5.0,49.42,1
S2135,C2,6,53.66,58.32,1
S1632,C1,5,5.0,32.05,0
S1583,C2,5,18.03,56.13,0
S1533,C1,7,18.6,30.51,0
S1325,C1,5,21.32,42.86,0
S760,C1,1,57.63,51.11,0
S2619,C2,2,40.3,13.41,1
S1659,C2,7,19.97,6.54,0
S795,C1,7,77.28,72.74,1
S2468,C2,3,107.04,70.86,1
S2794,C1,2,5.0,44.51,0
S3312,C3,1,39.59,95.33,1
S316,C2,3,41.39,25.66,0
S2672,C3,8,5.0,16.81,1
S2322,C1,3,90.33,77.08,1
S3233,C1,5,37.13,32.94,0
S1080,C3,6,5.0,30.09,0
S833,C1,2,78.39,64.31,1
S2732,C2,2,86.87,55.95,1
S3,C3,4,84.59,63.39,1
S202,C3,1,32.87,4.01,0
S2647,C2,7,96.09,88.56,1
S2277,C2,1,8.73,10.52,0
S3259,C2,8,37.22,41.48,0
S2409,C3,3,5.0,22.91,0
S3180,C2,1,53.76,60.15,1
S1058,C3,8,56.82,74.64,1
S1511,C1,4,5.0,50.78,0
S1009,C2,5,68.32,61.24,1
S453,C1,3,38.46,46.83,0
S3235,C1,8,46.4,24.53,0
S3437,C2,3,39.57,21.71,0
S2985,C1,2,24.66,61.33,0
S1236,C2,6,5.0,18.24,0
S577,C1,5,46.39,4.12,0
S295,C1,4,63.31,40.92,0
S1782,C1,2,77.01,45.58,1
S2275,C1,1,72.9,66.83,1
S2810,C3,4,74.3,75.18,1
S1208,C3,2,62.72,58.43,1
S2412,C1,2,42.65,33.95,0
S338,C2,5,23.76,10.22,0
S729,C3,8,98.13,80.15,0
S1898,C2,1,106.25,92.37,1
S2332,C3,3,107.52,77.03,1
S491,C3,3,31.39,36.42,0
S184,C2,3,31.71,36.22,0
S3476,C2,8,72.28,0.0,0
S3018,C1,1,5.0,16.3,1
S558,C3,6,87.46,67.32,1
S2434,C1,5,78.32,38.19,1
S3471,C1,7,83.17,71.43,1
S2522,C2,4,100.63,59.01,1
S2929,C3,3,78.46,79.81,1
S3450,C1,1,25.79,12.07,0
S1847,C3,1,84.9,69.28,0
S2058,C1,5,5.0,37.28,0
S1821,C2,3,62.94,81.03,1
S1987,C3,5,116.27,69.53,0
S3232,C1,4,5.0,22.73,0
S2257,C1,2,103.54,94.24,1
S2664,C2,8,23.05,3.75,0
S1148,C2,6,8.34,24.2,1
S3437,C2,2,37.46,17.87,0
S2715,C1,1,78.87,71.33,1
S1630,C2,1,86.12,82.03,1
S1083,C2,5,61.09,5.12,0
S1660,C1,2,62.38,53.96,1
S1797,C1,8,41.5,29.72,0
S552,C2,8,92.79,60.32,1
S3001,C2,7,71.97,68.04,1
S279,C3,1,29.23,39.83,0
S327,C3,3,53.2,34.75,0
S1523,C2,5,36.81,68.66,1
S1061,C1,7,9.5,8.26,0
S567,C2,4,5.0,23.65,0
S159,C2,6,24.07,73.24,0
S1404,C1,7,113.08,61.5,1
S2081,C3,1,38.63,37.12,0
S682,C2,5,26.8,16.43,0
S2394,C3,8,72.02,63.19,1
S556,C2,7,74.81,77.1,1
S1839,C2,6,16.88,44.67,0
S848,C2,3,97.14,75.65,1
S2100,C1,4,12.24,21.76,0
S1895,C3,3,45.52,52.99,0
S3128,C1,5,66.93,81.31,1
S659,C1,6,67.02,74.79,1
S2950,C1,8,6.93,39.52,0
S979,C3,6,81.37,77.33,1
S1611,C2,7,69.66,24.78,0
S442,C2,8,73.88,74.81,1
S2861,C1,2,14.11,8.59,0
S1889,C2,5,5.0,41.05,0
S2165,C2,2,58.68,87.47,1
S1180,C1,1,29.58,14.08,0
S3176,C1,1,82.2,26.65,0
S923,C2,7,93.91,91.19,1
S2096,C2,2,106.79,67.87,1
S1044,C1,5,5.0,40.85,0
S2691,C1,5,51.81,43.94,0
S175,C2,8,5.0,9.57,0
S935,C2,3,20.55,21.38,0
S441,C2,4,67.88,77.65,1
S470,C1,1,33.5,80.07,0
S139,C2,3,93.02,50.05,1
S2255,C1,7,37.8,39.74,0
S1004,C1,5,113.24,46.88,1
S79,C1,8,139.6,72.11,1
S1530,C2,1,92.05,87.82,1
S3062,C2,5,49.47,18.55,0
S1264,C1,6,61.95,52.7,1
S3179,C2,2,35.27,48.88,0
S2463,C3,1,5.0,37.63,1
S1248,C1,5,76.65,83.19,1
S2089,C1,2,74.34,86.12,1
S2483,C3,6,59.5,19.1,0
S582,C1,2,102.74,61.18,1
S3213,C1,6,58.5,87.23,1
S1029,C3,7,36.82,48.8,1
S2205,C3,7,105.38,55.69,1
S110,C1,1,47.4,28.41,0
S1458,C1,2,87.18,71.56,1
S2884,C1,1,46.25,17.3,0
S2231,C3,2,67.57,81.76,1
S2245,C3,6,122.32,100.0,1
S2516,C2,8,10.09,49.96,0
S2482,C3,8,86.78,54.5,0
S377,C3,2,9.15,16.47,0
S2634,C3,7,58.02,69.96,1
S867,C2,2,72.65,38.02,0
S1891,C2,7,96.98,78.51,1
S692,C1,1,49.21,27.98,0
S1347,C1,3,42.46,24.44,0
S738,C2,7,86.49,68.27,0
S1412,C3,5,39.43,19.82,0
S613,C3,7,81.38,56.93,1
S548,C1,1,16.56,55.26,0
S2291,C2,6,28.84,17.49,0
S607,C1,8,83.64,72.17,1
S2328,C3,6,5.0,25.47,1
S601,C1,8,79.39,75.37,0
S754,C3,3,53.72,78.68,1
S1329,C1,2,75.63,99.7,1
S1082,C2,2,55.43,40.14,0
S3415,C2,7,36.45,21.54,0
S838,C2,6,30.29,9.45,0
S1240,C1,2,131.15,94.59,1
S397,C2,3,38.32,12.29,0
S3190,C2,3,96.98,55.89,0
S2061,C2,6,43.46,19.92,0
S3061,C1,3,91.46,71.86,1
S3137,C3,1,101.63,70.33,1
S1181,C2,8,101.42,83.73,1
S2453,C1,3,122.45,72.25,1
S141,C2,5,103.61,52.18,1
S3251,C2,4,86.22,79.63,1
S2459,C1,8,87.71,58.01,1
S1149,C2,8,62.8,59.76,1
